Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time_Days,Stay_Length_Days,Total_Guests,Total_Bill_amount,Booking_month,Booking_dayofweek,Checkin_month,Checkin_dayofweek
F,36,Asian American,College,50K -- 100K,West,Resort,1,1,2,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,100,52,2,2,180.0,7,6,9,2
M,41,African American,College,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,195,61,3,4,555.75,7,0,9,5
F,38,Asian American,Grad,50K -- 100K,East,City Hotel,2,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,142,128,2,3,255.6,5,1,9,3
F,21,Asian American,College,>100K,East,Airport Hotels,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,200,79,4,4,720.0,6,1,9,3
M,28,African American,College,50K -- 100K,South,Resort,1,3,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,20,120,210,1,4,96.0,2,3,9,3
F,35,caucasian,College,50K -- 100K,East,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,179,80,1,3,170.04999999999998,6,0,9,3
F,45,Latino,Grad,50K -- 100K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,Yes,No-Show,No,0,113,197,1,4,113.0,3,2,9,3
F,59,African American,High-School,<25K,South,Airport Hotels,1,1,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,20,154,120,1,2,123.2,6,1,10,2
F,35,caucasian,High-School,50K -- 100K,East,Airport Hotels,3,1,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,15,205,131,2,4,348.5,9,5,1,3
M,56,caucasian,Mid-School,>100K,North,Resort,1,1,0,FB,Yes,Yes,Non-Refundable,Direct,No,Check-In,Yes,10,134,55,2,2,241.20000000000002,12,3,2,2
M,26,African American,High-School,25K --50K,West,Resort,2,1,0,FB,No,No,No Deposit,Direct,No,No-Show,Yes,15,119,20,1,3,101.14999999999999,2,3,3,2
F,43,caucasian,Mid-School,<25K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,107,6,1,3,85.60000000000001,5,1,5,0
F,60,Latino,College,<25K,West,City Hotel,1,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,40,110,217,2,2,132.0,7,3,3,3
F,69,Asian American,Mid-School,50K -- 100K,South,Resort,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,165,113,3,2,396.0,10,1,2,2
M,40,Latino,College,50K -- 100K,South,Airport Hotels,1,3,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,228,195,1,4,205.20000000000002,3,4,9,3
M,34,Latino,College,25K --50K,South,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,212,133,1,3,190.8,5,3,9,3
M,55,African American,College,25K --50K,North,Resort,2,2,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,243,37,1,4,218.70000000000002,8,1,9,3
F,48,African American,Mid-School,<25K,North,Airport Hotels,1,3,0,FB,Yes,No,No Deposit,Online,No,Check-In,Yes,40,215,201,2,4,258.0,2,5,9,3
F,55,caucasian,College,<25K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,230,221,2,4,460.0,2,6,9,3
F,27,caucasian,Grad,25K --50K,West,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,168,35,1,4,151.20000000000002,8,3,9,3
F,33,Latino,High-School,<25K,North,Airport Hotels,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,172,76,3,2,412.8,7,5,9,4
M,60,African American,High-School,25K --50K,West,Airport Hotels,1,2,0,FB,Yes,Yes,Refundable,Online,No,Check-In,Yes,20,203,54,1,3,162.4,7,6,9,4
F,41,Asian American,Grad,25K --50K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,176,189,3,3,528.0,3,4,9,4
M,42,caucasian,Grad,50K -- 100K,North,City Hotel,2,1,1,FB,Yes,No,Refundable,Agent,No,Check-In,Yes,5,128,141,1,3,121.6,4,3,9,4
F,46,caucasian,High-School,50K -- 100K,East,City Hotel,2,2,1,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,5,144,14,3,4,410.4,9,4,9,4
F,51,Asian American,Mid-School,25K --50K,East,City Hotel,1,3,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,5,107,88,1,4,101.64999999999999,6,0,9,4
F,53,African American,High-School,25K --50K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,245,58,1,3,208.25,11,1,1,3
M,42,Asian American,Grad,<25K,West,Airport Hotels,2,2,1,BB,No,No,No Deposit,Agent,Yes,No-Show,Yes,25,151,54,1,4,113.25,12,4,2,2
M,39,caucasian,College,50K -- 100K,South,City Hotel,1,2,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,5,165,38,4,3,627.0,3,1,4,4
F,33,African American,College,50K -- 100K,South,Resort,3,1,1,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,122,123,1,4,97.60000000000001,6,0,10,4
M,29,Latino,High-School,<25K,East,Airport Hotels,3,1,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,204,132,1,4,204.0,8,3,12,2
M,69,caucasian,College,<25K,West,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,158,149,1,2,142.20000000000002,8,1,1,3
M,62,Latino,Grad,25K --50K,West,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,197,166,2,3,354.6,4,6,9,4
F,70,Asian American,College,25K --50K,North,Resort,3,1,0,HB,Yes,No,Refundable,Online,No,Check-In,Yes,40,152,74,1,4,91.2,7,0,9,4
F,68,Latino,College,50K -- 100K,South,City Hotel,2,1,1,FB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,243,125,1,3,218.70000000000002,5,5,9,4
M,52,African American,Grad,<25K,North,Resort,2,1,0,FB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,146,94,2,3,262.8,6,1,9,4
F,55,African American,Mid-School,>100K,South,Airport Hotels,1,2,1,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,156,145,1,3,148.2,4,6,9,4
F,62,Asian American,College,<25K,West,Airport Hotels,1,2,0,BB,No,No,Refundable,Online,No,Canceled,Yes,10,220,90,1,3,198.0,6,5,9,4
M,48,Latino,College,<25K,West,City Hotel,1,3,0,HB,Yes,Yes,Non-Refundable,Direct,No,Check-In,Yes,20,202,217,1,4,161.60000000000002,6,6,1,6
F,25,caucasian,Mid-School,50K -- 100K,North,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,124,50,3,2,279.0,7,4,9,5
M,62,Asian American,College,<25K,North,Airport Hotels,2,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,104,151,1,4,98.8,4,1,9,5
M,48,African American,Mid-School,<25K,North,Resort,1,2,1,FB,Yes,No,Non-Refundable,Agent,No,Canceled,No,0,144,149,1,3,144.0,4,3,9,5
M,39,Asian American,Mid-School,<25K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,144,123,2,4,288.0,5,1,9,5
M,42,caucasian,Mid-School,50K -- 100K,North,City Hotel,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,120,8,2,3,144.0,9,4,9,5
M,70,Latino,High-School,>100K,North,Airport Hotels,2,2,2,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,147,99,3,4,374.84999999999997,6,4,9,5
F,31,caucasian,Grad,>100K,East,Resort,2,1,2,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,10,109,205,3,3,294.3,2,3,9,5
M,24,Asian American,Mid-School,<25K,East,Resort,2,1,0,FB,No,No,No Deposit,Direct,No,Canceled,Yes,10,231,105,1,3,207.9,6,5,9,5
M,38,African American,Grad,<25K,South,City Hotel,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,203,101,1,4,203.0,6,2,9,5
M,52,African American,Mid-School,25K --50K,East,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,137,115,1,4,82.2,5,2,9,5
F,60,Asian American,College,50K -- 100K,West,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,230,222,1,2,207.0,2,0,9,5
M,63,African American,College,50K -- 100K,West,Resort,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,109,145,1,4,109.0,4,0,9,5
M,54,African American,College,>100K,South,City Hotel,1,2,0,HB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,20,113,134,3,3,271.2,5,4,9,5
M,61,caucasian,High-School,25K --50K,North,Resort,1,2,0,HB,No,No,Refundable,Online,Yes,No-Show,Yes,30,214,96,2,3,299.59999999999997,6,0,9,5
M,21,Latino,Grad,25K --50K,South,Airport Hotels,1,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,159,79,3,2,286.2,7,3,9,5
M,56,African American,Grad,25K --50K,East,Airport Hotels,1,3,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,No,0,175,157,2,4,350.0,4,2,9,5
M,41,African American,College,25K --50K,North,Resort,2,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,209,169,3,4,595.65,4,4,9,5
F,59,caucasian,Grad,25K --50K,South,Airport Hotels,1,2,1,FB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,163,152,4,3,586.8000000000001,4,0,9,5
F,27,Latino,High-School,<25K,South,Airport Hotels,2,2,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,240,196,1,4,216.0,3,5,9,5
F,28,caucasian,College,25K --50K,East,Resort,3,1,1,HB,No,No,No Deposit,Direct,No,Check-In,Yes,20,206,91,1,4,164.8,6,6,9,6
M,57,African American,High-School,>100K,South,Airport Hotels,2,2,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,10,226,107,2,4,406.8,6,4,9,6
F,61,caucasian,Grad,50K -- 100K,West,Airport Hotels,2,2,0,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,20,183,185,4,4,585.6,3,3,9,6
F,38,Latino,College,25K --50K,North,Resort,1,1,1,FB,No,No,No Deposit,Online,No,No-Show,No,0,239,35,1,2,239.0,8,6,9,6
M,25,Asian American,Grad,<25K,East,Resort,3,1,0,FB,Yes,Yes,Refundable,Direct,Yes,Canceled,Yes,20,186,107,2,4,297.6,6,4,9,6
F,33,Asian American,High-School,25K --50K,South,Resort,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,116,205,1,3,92.80000000000001,2,4,9,6
M,53,Latino,High-School,25K --50K,East,Resort,2,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,207,61,3,4,589.9499999999999,7,1,9,6
F,48,caucasian,High-School,<25K,South,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,235,24,3,3,564.0,8,3,9,6
M,22,Latino,Grad,25K --50K,West,City Hotel,1,2,0,FB,No,No,Refundable,Online,Yes,Canceled,No,0,218,120,1,3,218.0,5,5,9,6
M,32,Asian American,Mid-School,25K --50K,West,Airport Hotels,1,3,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,229,68,2,4,435.09999999999997,7,1,9,6
F,64,caucasian,Mid-School,50K -- 100K,South,Resort,1,2,2,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,146,182,1,3,109.5,3,0,9,0
M,70,African American,Grad,50K -- 100K,East,City Hotel,3,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Canceled,Yes,5,171,178,2,4,324.9,3,4,9,0
F,41,Asian American,Grad,<25K,East,Resort,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,208,211,3,3,436.79999999999995,2,6,9,0
M,64,Asian American,College,25K --50K,North,Resort,1,2,0,BB,Yes,No,Refundable,Online,No,Check-In,Yes,30,201,11,1,3,140.7,9,3,9,0
F,40,African American,Grad,25K --50K,South,Resort,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,231,135,1,3,219.45,5,5,9,0
M,57,African American,Grad,50K -- 100K,South,Airport Hotels,2,2,0,FB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,25,184,78,2,4,276.0,7,6,9,0
M,26,Asian American,College,>100K,South,Resort,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,25,110,8,1,2,82.5,9,6,9,0
M,59,Asian American,High-School,50K -- 100K,North,Airport Hotels,2,2,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,5,104,179,2,4,197.6,3,3,9,0
F,27,Latino,Grad,25K --50K,South,Airport Hotels,2,2,1,FB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,5,212,189,4,4,805.5999999999999,3,0,9,0
M,48,caucasian,Grad,50K -- 100K,South,Airport Hotels,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,194,50,1,2,194.0,8,6,9,0
M,30,caucasian,College,25K --50K,North,Resort,1,2,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,40,147,5,2,3,176.4,9,2,9,0
F,59,caucasian,College,<25K,West,Resort,2,1,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,30,111,21,1,3,77.69999999999999,8,0,9,0
F,48,Asian American,Mid-School,50K -- 100K,East,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,195,94,3,4,555.75,6,4,9,0
M,68,caucasian,Mid-School,50K -- 100K,South,City Hotel,2,1,0,BB,No,No,Refundable,Agent,No,Check-In,No,0,172,45,1,3,172.0,8,4,9,0
M,37,Asian American,Grad,50K -- 100K,South,City Hotel,2,1,1,FB,No,No,No Deposit,Direct,No,Check-In,Yes,25,189,9,1,3,141.75,9,5,9,0
M,27,Latino,Grad,<25K,South,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,236,75,1,3,212.4,7,2,9,0
M,53,Latino,Mid-School,25K --50K,South,City Hotel,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,30,180,119,1,4,125.99999999999999,5,0,9,0
F,34,Asian American,Mid-School,25K --50K,North,City Hotel,2,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,20,114,60,1,3,91.2,8,5,9,2
M,27,Asian American,College,50K -- 100K,East,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,239,138,1,4,215.1,5,2,9,0
M,48,Latino,College,50K -- 100K,East,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,15,246,22,1,4,209.1,8,6,9,0
M,35,caucasian,Grad,<25K,East,Airport Hotels,1,2,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,154,22,3,3,346.5,8,6,9,0
F,57,caucasian,Grad,25K --50K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,203,121,1,3,192.85,5,6,9,1
M,60,African American,Grad,<25K,North,Airport Hotels,1,1,0,FB,No,No,No Deposit,Direct,No,Check-In,No,0,223,214,3,2,669.0,2,4,9,1
M,32,Asian American,Mid-School,50K -- 100K,South,Resort,1,2,0,FB,No,No,Non-Refundable,Direct,No,Check-In,No,0,171,160,2,3,342.0,4,2,9,1
M,70,Asian American,Grad,25K --50K,North,Airport Hotels,2,2,1,HB,No,No,Refundable,Direct,Yes,No-Show,No,0,116,8,1,4,116.0,9,0,9,1
F,47,African American,College,50K -- 100K,East,Airport Hotels,2,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,244,10,1,3,219.6,9,5,9,1
M,64,Asian American,College,50K -- 100K,North,City Hotel,2,1,0,FB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,146,33,1,3,131.4,8,3,9,1
M,50,Asian American,Grad,<25K,North,City Hotel,2,1,1,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,123,221,1,3,123.0,2,4,9,1
F,21,Latino,College,25K --50K,North,Resort,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,137,9,1,3,137.0,9,6,9,1
F,60,Asian American,High-School,50K -- 100K,North,Resort,1,3,1,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,173,11,3,4,415.20000000000005,9,4,9,1
M,42,Asian American,College,>100K,North,Resort,1,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,114,41,2,2,228.0,8,3,9,2
F,25,caucasian,College,<25K,East,Airport Hotels,1,2,1,FB,No,No,No Deposit,Agent,No,Check-In,No,0,184,12,2,3,368.0,9,4,9,2
F,40,caucasian,College,<25K,South,City Hotel,3,1,1,FB,No,No,Refundable,Direct,No,No-Show,No,0,194,194,1,4,194.0,3,4,9,2
F,39,Latino,College,25K --50K,South,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,102,66,1,4,61.199999999999996,7,6,9,2
F,68,Latino,Grad,>100K,South,Airport Hotels,2,1,1,FB,No,No,Refundable,Agent,No,Check-In,Yes,5,192,166,2,3,364.79999999999995,4,4,9,2
M,59,Asian American,College,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,25,148,37,2,4,222.0,8,0,9,2
F,49,caucasian,Mid-School,50K -- 100K,North,City Hotel,1,1,1,HB,No,No,No Deposit,Direct,No,No-Show,Yes,5,225,61,4,2,855.0,7,4,9,2
M,54,Asian American,College,<25K,North,Resort,2,1,1,BB,Yes,No,Refundable,Direct,No,No-Show,Yes,5,137,75,1,3,130.15,7,4,9,2
F,63,Latino,Mid-School,<25K,East,Airport Hotels,2,1,2,FB,No,No,Non-Refundable,Direct,No,Check-In,No,0,117,20,1,3,117.0,9,3,9,2
M,59,African American,Mid-School,25K --50K,South,Airport Hotels,2,1,0,FB,No,No,Refundable,Online,No,Check-In,Yes,25,171,174,1,3,128.25,4,3,9,2
M,38,Asian American,High-School,>100K,South,City Hotel,1,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,208,20,3,2,561.6,9,3,9,2
M,45,Asian American,Mid-School,50K -- 100K,South,Resort,1,2,0,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,127,23,1,3,114.3,8,0,9,2
F,31,Latino,Grad,50K -- 100K,East,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,10,144,96,2,3,259.2,6,4,9,2
M,40,Latino,Mid-School,25K --50K,North,Resort,3,1,1,BB,No,No,No Deposit,Agent,Yes,No-Show,Yes,40,237,49,1,4,142.2,8,2,9,2
M,25,Latino,College,25K --50K,South,Resort,3,1,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,134,164,2,4,160.79999999999998,4,6,9,2
M,20,African American,College,>100K,North,Resort,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,248,141,1,3,223.20000000000002,5,1,9,2
M,70,Asian American,College,<25K,South,Airport Hotels,2,2,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,25,239,84,2,4,358.5,7,3,9,3
M,55,caucasian,College,50K -- 100K,South,Airport Hotels,2,2,0,HB,No,No,No Deposit,Agent,No,Canceled,No,0,128,46,1,4,128.0,8,6,9,3
F,44,African American,Mid-School,<25K,South,Resort,2,2,2,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,138,92,1,4,138.0,6,2,9,3
M,57,African American,College,50K -- 100K,South,City Hotel,1,2,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,5,249,82,1,3,236.54999999999998,7,5,9,3
F,63,African American,High-School,25K --50K,North,Resort,1,2,1,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,25,178,193,1,3,133.5,3,6,9,3
M,54,Latino,College,50K -- 100K,South,City Hotel,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,186,6,1,4,148.8,9,4,9,3
F,67,caucasian,College,50K -- 100K,West,Resort,1,3,1,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,134,153,3,4,381.9,4,4,9,3
F,65,caucasian,College,25K --50K,South,City Hotel,2,1,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,234,169,1,3,175.5,4,2,9,3
M,68,caucasian,College,50K -- 100K,West,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,202,27,1,4,151.5,8,5,9,4
M,55,Asian American,College,25K --50K,North,City Hotel,2,2,0,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,246,169,1,4,221.4,4,3,9,4
M,70,caucasian,Grad,50K -- 100K,South,City Hotel,2,1,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,179,139,4,3,644.4,5,5,9,4
F,49,Latino,College,50K -- 100K,West,Resort,2,2,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,20,197,45,1,4,157.60000000000002,8,1,9,4
F,67,Asian American,High-School,25K --50K,North,Resort,1,1,0,HB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,5,247,151,3,2,703.9499999999999,4,0,9,4
M,33,African American,Mid-School,<25K,West,City Hotel,1,3,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,204,49,1,4,183.6,8,4,9,4
F,57,caucasian,Grad,>100K,North,Resort,1,2,0,FB,No,No,No Deposit,Online,No,Check-In,No,0,148,50,3,3,444.0,8,3,9,4
F,52,African American,College,<25K,East,Resort,1,1,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,211,193,1,2,200.45,3,0,9,4
F,54,Latino,College,>100K,South,Resort,1,3,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,30,183,137,1,4,128.1,5,0,9,4
M,37,caucasian,College,<25K,East,Resort,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,139,69,1,2,111.2,7,5,9,4
F,47,Latino,College,50K -- 100K,South,Airport Hotels,2,1,0,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,20,152,88,2,3,243.20000000000002,6,0,9,4
F,33,Asian American,Mid-School,25K --50K,South,Airport Hotels,3,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,15,169,198,2,4,287.3,3,4,9,6
M,41,Latino,Mid-School,25K --50K,North,Resort,1,2,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,104,4,1,3,98.8,9,0,9,4
M,48,Latino,Grad,25K --50K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,No,No-Show,Yes,5,193,167,3,4,550.05,4,0,9,6
F,47,African American,College,<25K,South,Airport Hotels,2,1,1,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,5,203,47,2,3,385.7,8,6,9,4
F,33,Asian American,Grad,25K --50K,North,City Hotel,3,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,25,158,24,3,4,355.5,9,1,9,4
F,33,caucasian,High-School,50K -- 100K,East,City Hotel,1,2,0,BB,Yes,No,No Deposit,Agent,No,Check-In,No,0,113,135,1,3,113.0,5,2,9,4
F,24,caucasian,College,<25K,South,City Hotel,1,3,2,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,176,37,4,4,633.6,8,2,9,4
M,44,African American,Mid-School,25K --50K,North,City Hotel,1,2,1,FB,No,No,Refundable,Direct,Yes,Canceled,Yes,25,180,58,3,3,405.0,7,2,9,4
M,34,African American,College,<25K,South,Resort,2,2,0,BB,Yes,No,No Deposit,Online,No,Canceled,Yes,25,239,15,2,4,358.5,9,3,9,4
F,34,African American,High-School,<25K,South,Resort,1,1,0,HB,No,No,Refundable,Online,No,No-Show,Yes,15,240,12,2,2,408.0,9,6,9,4
F,45,African American,Mid-School,50K -- 100K,North,Resort,1,1,1,FB,No,No,No Deposit,Direct,No,Check-In,Yes,5,212,37,1,2,201.39999999999998,8,2,9,4
M,60,Asian American,High-School,25K --50K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,30,161,196,2,3,225.39999999999998,3,4,9,4
F,69,Asian American,College,<25K,West,Airport Hotels,1,2,0,HB,No,No,Refundable,Agent,Yes,Canceled,Yes,25,154,122,1,3,115.5,5,3,9,6
F,19,African American,College,50K -- 100K,South,City Hotel,2,2,1,FB,No,No,Refundable,Online,Yes,Check-In,Yes,20,142,141,1,4,113.60000000000001,5,3,9,4
M,60,caucasian,College,50K -- 100K,South,Resort,1,2,0,FB,Yes,No,Refundable,Direct,No,Check-In,No,0,215,148,3,3,645.0,4,3,9,4
F,63,African American,Mid-School,>100K,North,City Hotel,2,2,0,BB,Yes,Yes,No Deposit,Online,No,No-Show,Yes,10,197,109,1,4,177.3,6,1,9,5
F,50,Asian American,College,25K --50K,East,Airport Hotels,2,1,1,HB,No,No,Refundable,Online,No,Check-In,No,0,240,54,1,3,240.0,8,0,9,5
M,32,African American,High-School,<25K,West,Resort,2,1,1,BB,No,No,No Deposit,Online,No,No-Show,No,0,245,7,1,3,245.0,9,5,9,5
M,49,Asian American,Mid-School,50K -- 100K,North,City Hotel,2,2,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,5,138,41,1,4,131.1,8,6,9,5
F,37,Asian American,College,25K --50K,East,Airport Hotels,1,1,0,BB,Yes,No,Refundable,Online,No,Check-In,No,0,168,53,2,2,336.0,11,1,12,5
F,42,caucasian,College,>100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,113,181,1,4,101.7,3,6,9,5
M,26,African American,High-School,<25K,South,Resort,1,1,2,FB,No,No,Refundable,Online,Yes,Canceled,Yes,40,185,185,3,2,333.0,3,2,9,5
M,49,caucasian,High-School,25K --50K,South,Resort,2,1,1,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,204,96,1,3,173.4,6,0,9,5
F,27,caucasian,College,25K --50K,North,Airport Hotels,1,2,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,241,134,3,3,578.4,5,4,9,5
F,37,caucasian,Mid-School,25K --50K,West,Airport Hotels,1,2,0,FB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,40,228,127,3,3,410.4,5,5,9,6
M,49,Asian American,College,50K -- 100K,North,City Hotel,3,1,0,FB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,170,102,1,4,161.5,6,2,9,6
M,58,African American,College,<25K,East,Airport Hotels,3,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,30,226,116,1,4,158.2,6,2,9,6
F,32,African American,Grad,>100K,South,City Hotel,1,2,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,107,80,1,3,96.3,7,3,9,6
F,53,African American,High-School,25K --50K,West,Airport Hotels,2,2,0,FB,Yes,No,Refundable,Online,No,Canceled,Yes,40,150,2,3,4,270.0,9,2,10,4
M,53,Asian American,College,50K -- 100K,South,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,231,134,1,2,231.0,5,5,9,6
M,30,caucasian,College,50K -- 100K,West,City Hotel,1,1,0,FB,Yes,No,No Deposit,Agent,No,Check-In,Yes,10,180,203,2,2,324.0,3,6,9,6
